steps,w1,w2,w3,w4,w5,w6,w7,second,last
3251,362513.65300215315,486661.0731975381,478197.577984476,328950.84000096866,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1431746.503835928
3252,362513.65300215315,486661.0731975381,478197.577984476,328950.84000096866,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1431746.503835928
3253,362513.65300215315,486661.0731975381,478197.577984476,328950.84000096866,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1431746.503835928
3254,362513.65300215315,553150.170101201,478197.577984476,328950.84000096866,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1464991.0522877595
3255,362513.65300215315,553150.170101201,478197.577984476,328950.84000096866,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1464991.0522877595
3256,362513.65300215315,553150.170101201,478197.577984476,328950.84000096866,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1464991.0522877595
3257,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3258,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3259,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3260,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3261,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3262,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3263,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3264,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3265,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3266,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3267,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3268,362513.65300215315,553150.170101201,478197.577984476,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1526075.6106496656
3269,362513.65300215315,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-14376.335066908474,1568069.720309784
3270,362513.65300215315,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1563074.8993408997
3271,362513.65300215315,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1563074.8993408997
3272,362513.65300215315,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1563074.8993408997
3273,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3274,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3275,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3276,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3277,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3278,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3279,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3280,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3281,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3282,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3283,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3284,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3285,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3286,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3287,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3288,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3289,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3290,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3291,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3292,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3293,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3294,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3295,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3296,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3297,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3298,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3299,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3300,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3301,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3302,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3303,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3304,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3305,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3306,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3307,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3308,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3309,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3310,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3311,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3312,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,519904.58760048664,-16873.74555135059,1626281.3863212147
3313,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3314,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3315,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3316,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3317,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3318,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3319,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3320,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3321,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3322,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3323,488926.6269627833,553150.170101201,562185.7973047129,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1669260.7123450532
3324,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3325,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3326,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3327,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3328,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3329,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3330,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3331,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3332,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3333,488926.6269627833,553150.170101201,641353.6205675753,451119.956724781,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1708844.6239764844
3334,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3335,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3336,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3337,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3338,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3339,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3340,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3341,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3342,488926.6269627833,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1769302.4487726088
3343,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3344,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3345,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3346,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3347,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3348,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3349,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3350,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3351,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3352,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3353,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3354,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3355,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3356,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3357,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3358,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3359,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3360,607223.9290069038,553150.170101201,641353.6205675753,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1828451.099794669
3361,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1867848.686080092
3362,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1867848.686080092
3363,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1867848.686080092
3364,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,605863.2396481634,-16873.74555135059,1867848.686080092
3365,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3366,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3367,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3368,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3369,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3370,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3371,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3372,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3373,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3374,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3375,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3376,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3377,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3378,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3379,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3380,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3381,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3382,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3383,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3384,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3385,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3386,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3387,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,332300.8097670275,702192.8756427757,-16873.74555135059,1916013.5040773982
3388,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3389,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3390,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3391,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3392,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3393,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3394,607223.9290069038,553150.170101201,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2011724.4325866748
3395,607223.9290069038,688907.7054030735,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2079603.200237611
3396,607223.9290069038,688907.7054030735,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2079603.200237611
3397,607223.9290069038,688907.7054030735,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2079603.200237611
3398,607223.9290069038,688907.7054030735,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2079603.200237611
3399,607223.9290069038,688907.7054030735,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2079603.200237611
3400,607223.9290069038,791866.2201760135,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2131082.457624081
3401,607223.9290069038,791866.2201760135,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2131082.457624081
3402,607223.9290069038,791866.2201760135,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2131082.457624081
3403,607223.9290069038,791866.2201760135,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2131082.457624081
3404,607223.9290069038,869949.9577798111,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2170124.32642598
3405,607223.9290069038,869949.9577798111,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2170124.32642598
3406,607223.9290069038,869949.9577798111,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2170124.32642598
3407,607223.9290069038,869949.9577798111,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2170124.32642598
3408,607223.9290069038,869949.9577798111,720148.7931384214,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2170124.32642598
3409,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-16873.74555135059,2223701.8660679623
3410,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-20418.169540618237,2216613.018089427
3411,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-20418.169540618237,2216613.018089427
3412,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-20418.169540618237,2216613.018089427
3413,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-20418.169540618237,2216613.018089427
3414,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,523722.6667855808,702192.8756427757,-20418.169540618237,2216613.018089427
3415,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2304982.7329943283
3416,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2304982.7329943283
3417,607223.9290069038,869949.9577798111,827303.8724223862,572035.6063170299,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2304982.7329943283
3418,607223.9290069038,949753.0257685483,827303.8724223862,572035.6063170299,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2344884.266988697
3419,607223.9290069038,949753.0257685483,827303.8724223862,572035.6063170299,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2344884.266988697
3420,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2435580.377482269
3421,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,700462.0965953831,702192.8756427757,-20418.169540618237,2435580.377482269
3422,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,854978.9908188463,702192.8756427757,-20418.169540618237,2512838.8245940004
3423,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,854978.9908188463,702192.8756427757,-20418.169540618237,2512838.8245940004
3424,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,854978.9908188463,702192.8756427757,-20418.169540618237,2512838.8245940004
3425,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,854978.9908188463,702192.8756427757,-20418.169540618237,2512838.8245940004
3426,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,854978.9908188463,702192.8756427757,-20418.169540618237,2512838.8245940004
3427,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,854978.9908188463,702192.8756427757,-20418.169540618237,2512838.8245940004
3428,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3429,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3430,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3431,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3432,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3433,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3434,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
3435,607223.9290069038,949753.0257685483,827303.8724223862,753427.8273041741,412514.8063868403,972164.6033979207,702192.8756427757,-20418.169540618237,2571431.6308835377
