steps,w1,w2,w3,w4,second,last
184,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
185,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
186,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
187,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
188,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
189,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
190,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
191,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
192,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
193,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
194,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
195,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
196,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
197,6.396105117672039,8.929517302259065,6.155765579396385,6.88755374650171,9.889055393286606,12.962581659487816
198,6.396105117672039,8.929517302259065,6.155765579396385,6.88755374650171,9.889055393286606,12.962581659487816
199,7.366233580702811,8.929517302259065,6.155765579396385,6.88755374650171,9.889055393286606,13.447645891003202
200,7.366233580702811,8.929517302259065,6.155765579396385,6.88755374650171,9.889055393286606,13.447645891003202
201,7.366233580702811,8.929517302259065,7.221498244770796,6.88755374650171,9.889055393286606,13.980512223690408
202,7.366233580702811,8.929517302259065,7.221498244770796,6.88755374650171,9.889055393286606,13.980512223690408
203,7.366233580702811,8.929517302259065,7.221498244770796,6.88755374650171,9.889055393286606,13.980512223690408
204,7.366233580702811,8.929517302259065,7.221498244770796,6.88755374650171,9.889055393286606,13.980512223690408
205,7.366233580702811,8.929517302259065,7.221498244770796,6.88755374650171,9.889055393286606,13.980512223690408
206,7.366233580702811,8.929517302259065,8.126305277673671,6.88755374650171,9.889055393286606,14.432915740141844
207,7.366233580702811,8.929517302259065,8.126305277673671,6.88755374650171,9.889055393286606,14.432915740141844
208,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.889055393286606,14.940881478726311
209,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
210,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
211,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
212,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
213,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
214,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
215,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
216,7.366233580702811,8.929517302259065,8.126305277673671,7.903485223670643,9.869169984111236,14.901110660375572
217,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
218,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
219,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
220,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
221,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
222,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
223,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
224,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
225,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
226,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
227,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
228,7.366233580702811,8.929517302259065,8.938400895282756,7.903485223670643,9.869169984111236,15.307158469180115
229,7.366233580702811,8.929517302259065,8.938400895282756,8.799937537343178,9.869169984111236,15.755384626016381
230,7.366233580702811,8.929517302259065,8.938400895282756,8.799937537343178,9.848480014493164,15.714004686780237
231,7.366233580702811,8.929517302259065,8.938400895282756,8.799937537343178,9.848480014493164,15.714004686780237
232,7.366233580702811,8.929517302259065,8.938400895282756,8.799937537343178,9.848480014493164,15.714004686780237
233,7.366233580702811,9.658585822546538,8.938400895282756,8.799937537343178,9.848480014493164,16.078538946923974
234,7.366233580702811,9.658585822546538,8.938400895282756,8.799937537343178,9.848480014493164,16.078538946923974
235,7.366233580702811,9.658585822546538,8.938400895282756,8.799937537343178,9.848480014493164,16.078538946923974
236,7.366233580702811,9.658585822546538,8.938400895282756,8.799937537343178,9.848480014493164,16.078538946923974
237,7.366233580702811,9.658585822546538,8.938400895282756,8.799937537343178,9.848480014493164,16.078538946923974
238,7.366233580702811,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,16.47389336230634
239,7.366233580702811,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,16.47389336230634
240,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
241,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
242,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
